log_id,normalised,match_type,top1_template,top1_score,top2_template,top2_score,top3_template,top3_score,latency_ms,store_size
557,"Kernel detected 4898338 integer alignment exceptions (4898331) iar 0x00544ea8, dear 0x049e75e0 (4898332) iar 0x00544eb8, dear 0x049e7600 (4898333) iar 0x00544ea8, dear 0x049e7620 (4898334) iar 0x00544eb8, dear 0x049e7640 (4898335) iar 0x00544ee0, dear 0x049e7660 (4898336) iar 0x00544ef0, dear 0x049e7680 (4898337) iar 0x00544ee0, dear 0x049e76a0 (4898338) iar 0x00544ef0, dear 0x049e76c0",partial,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*>,0.9881,exception syndrome register: <*>,0.4713,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.4704,65.35,162
558,"Kernel detected 3945740 integer alignment exceptions (3945733) iar 0x00544ea8, dear 0x01ef7960 (3945734) iar 0x00544eb8, dear 0x01ef7980 (3945735) iar 0x00544ea8, dear 0x01ef79a0 (3945736) iar 0x00544eb8, dear 0x01ef79c0 (3945737) iar 0x00544ee0, dear 0x01ef79e0 (3945738) iar 0x00544ef0, dear 0x01ef7a00 (3945739) iar 0x00544ee0, dear 0x01ef7a20 (3945740) iar 0x00544ef0, dear 0x01ef7a40",exact,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*>,0.9961,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.4757,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.4701,63.38,162
559,"Kernel detected 3486044 integer alignment exceptions (3486037) iar 0x00544ea8, dear 0x01ef7c60 (3486038) iar 0x00544eb8, dear 0x01ef7c80 (3486039) iar 0x00544ea8, dear 0x01ef7ca0 (3486040) iar 0x00544eb8, dear 0x01ef7cc0 (3486041) iar 0x00544ee0, dear 0x01ef7ce0 (3486042) iar 0x00544ef0, dear 0x01ef7d00 (3486043) iar 0x00544ee0, dear 0x01ef7d20 (3486044) iar 0x00544ef0, dear 0x01ef7d40",exact,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*>,0.9916,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.4922,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.4871,62.85,162
560,"ciod: Error loading /g/g90/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV: invalid or missing program image, No such file or directory",partial,"ciod: Error loading ./runtime_malloc: invalid or missing program image, No such file or directory",0.9383,ciod: generated 128 core files for program <*>,0.7194,"ciod: Error loading <*> invalid or missing program image, No such file or directory",0.6322,51.46,162
561,"ciod: Error loading /g/g90/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV: invalid or missing program image, No such file or directory",partial,"ciod: Error loading ./runtime_malloc: invalid or missing program image, No such file or directory",0.951,ciod: generated 128 core files for program <*>,0.7194,"ciod: Error loading <*> invalid or missing program image, No such file or directory",0.6322,50.69,162
562,"1 ddr error(s) detected and corrected on rank 0, symbol 9 over 986 seconds",partial,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.9541,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.8819,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.8529,48.89,162
563,total of 5 ddr error(s) detected and corrected over 9108 seconds,partial,total of <*> ddr error(s) detected and corrected over <*> seconds,0.9711,total of <*> ddr error(s) detected and corrected,0.8878,total of 23 ddr error(s) detected and corrected,0.8427,48.58,162
564,"ciod: Error loading /p/gb1/stella/SPPM/1322/sppm_DD: invalid or missing program image, Permission denied",exact,"ciod: Error loading /p/gb1/stella/SPPM/1322/sppm_DD: invalid or missing program image, Permission denied",1.0,"ciod: Error loading <*> invalid or missing program image, Permission denied",0.8167,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",0.7363,49.14,162
565,"ciod: Error loading /bgl/apps/SWL/stability/MDCASK/WORK/1383/inferno: invalid or missing program image, Permission denied",exact,"ciod: Error loading /bgl/apps/SWL/stability/MDCASK/WORK/1383/inferno: invalid or missing program image, Permission denied",1.0,"ciod: Error loading /bgl/apps/scaletest/stability/MDCASK/WORK/65576/inferno: invalid or missing program image, No such file or directory",0.8648,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",0.8325,49.79,162
566,"ciod: Error loading /p/gb1/stella/UMT2K/1372/umt2k_DD: invalid or missing program image, Permission denied",exact,"ciod: Error loading <*> invalid or missing program image, Permission denied",0.9989,"ciod: Error loading /p/gb1/stella/SPPM/1322/sppm_DD: invalid or missing program image, Permission denied",0.8173,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",0.7316,49.49,162
567,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",exact,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",1.0,"ciod: Error loading /bgl/apps/SWL/stability/MDCASK/WORK/1383/inferno: invalid or missing program image, Permission denied",0.8325,"ciod: Error loading <*> invalid or missing program image, No such file or directory",0.791,49.18,162
568,"ciod: Error loading /p/gb1/stella/UMT2K/1325/umt2k_DD: invalid or missing program image, Permission denied",exact,"ciod: Error loading <*> invalid or missing program image, Permission denied",0.999,"ciod: Error loading /p/gb1/stella/SPPM/1322/sppm_DD: invalid or missing program image, Permission denied",0.8155,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",0.7233,49.71,162
569,"ciod: Error loading /p/gb1/stella/UMT2K/1369/umt2k_DD: invalid or missing program image, Permission denied",exact,"ciod: Error loading <*> invalid or missing program image, Permission denied",0.9991,"ciod: Error loading /p/gb1/stella/SPPM/1322/sppm_DD: invalid or missing program image, Permission denied",0.8151,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",0.7245,49.36,162
570,"ciod: Error loading /bgl/apps/SWL/stability/HPL/WORK/1498./hpl_DD: invalid or missing program image, No such file or directory",exact,"ciod: Error loading <*> invalid or missing program image, No such file or directory",0.9989,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",0.7913,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/hpcc-1.0.0.102905_opt_essl_cpm: invalid or missing program image, Permission denied",0.7268,49.84,162
571,"ciod: Error loading /bgl/apps/SWL/stability/HPL/WORK/1501./hpl_DD: invalid or missing program image, No such file or directory",exact,"ciod: Error loading <*> invalid or missing program image, No such file or directory",0.9985,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",0.789,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/hpcc-1.0.0.102905_opt_essl_cpm: invalid or missing program image, Permission denied",0.721,49.77,162
572,"28 ddr error(s) detected and corrected on rank 0, symbol 21 over 11562 seconds",partial,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.969,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.872,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.8481,48.67,162
573,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,exact,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,1.0,ciod: LOGIN chdir(pwd) failed: No such file or directory,0.8214,ciod: LOGIN chdir(/p/bg1/da) failed: No such file or directory,0.7999,49.23,162
574,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:55929, Link has been severed",partial,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.9896,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.911,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.8819,48.99,162
575,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:56170, Link has been severed",partial,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.9887,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.9138,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.882,49.15,162
576,"2 ddr error(s) detected and corrected on rank 0, symbol 28 over 3365 seconds",partial,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.9814,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.8826,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.8733,48.74,162
577,"ciod: Error loading /g/g0/spelce1/Tuned/SPaSM-base/rundir/SPaSM.baseline: invalid or missing program image, Permission denied",partial,"ciod: Error loading /g/g0/spelce1/Tuned/SPaSM-base/rundir/SPaSM.baseline: invalid or missing program image, Permission denied",0.9334,"ciod: Error loading /bgl/apps/SWL/stability/NEWS05/news05_DD: invalid or missing program image, Permission denied",0.6611,"ciod: Error loading /p/gb1/stella/SPPM/1322/sppm_DD: invalid or missing program image, Permission denied",0.6601,50.03,162
578,"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type",partial,critical input interrupt (unit=0x0b bit<*> warning for torus <*> wire<*> suppressing further interrupts of same type,0.9866,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",0.7581,critical input interrupt enable...0,0.6299,49.54,162
579,"2 ddr error(s) detected and corrected on rank 0, symbol 34 over 2738 seconds",partial,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.9729,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.8822,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.8709,48.79,162
580,"5 ddr error(s) detected and corrected on rank 0, symbol 28 over 2946 seconds",partial,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.9716,"1 ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.8808,"<*> ddr errors(s) detected and corrected on rank 0, symbol <*> bit <*>",0.8523,48.41,162
581,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:49934, Link has been severed",partial,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.9898,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.9094,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.881,48.91,162
582,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:50288, Link has been severed",partial,ciod: Error reading message prefix <*> socket<*> <*> has<*> <*> been severed,0.9894,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> peer,0.9123,ciod: failed to read message prefix on control stream (CioStream socket to <*>,0.8805,48.91,162
583,total of 20 ddr error(s) detected and corrected over 22070 seconds,partial,total of <*> ddr error(s) detected and corrected over <*> seconds,0.9739,total of <*> ddr error(s) detected and corrected,0.899,total of 23 ddr error(s) detected and corrected,0.874,48.87,162
584,ciod: pollControlDescriptors: Detected the debugger died.,exact,ciod: pollControlDescriptors: Detected the debugger died.,1.0,ciod: Message code 0 is not 51 or <*>,0.4819,ciod: cpu 0 at treeaddr 438 sent unrecognized message <*>,0.4817,48.39,162
585,2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,partial,<*> L3 EDRAM error(s) (dcr <*> detected and corrected over 282 seconds,0.9826,total of <*> ddr error(s) detected and corrected over <*> seconds,0.6656,"<*> ddr error(s) detected and corrected on rank 0, symbol <*> over <*> seconds",0.6248,49.1,162
586,total of 3 ddr error(s) detected and corrected over 8732 seconds,partial,total of <*> ddr error(s) detected and corrected over <*> seconds,0.9692,total of <*> ddr error(s) detected and corrected,0.9088,total of 23 ddr error(s) detected and corrected,0.8513,48.69,162
587,ciod: pollControlDescriptors: Detected the debugger died.,exact,ciod: pollControlDescriptors: Detected the debugger died.,1.0,ciod: Message code 0 is not 51 or <*>,0.4819,ciod: cpu 0 at treeaddr 438 sent unrecognized message <*>,0.4817,48.56,162
588,ciod: generated 128 core files for program /g/g24/germann2/SPaSM_static/SPaSM_mpi,partial,ciod: generated 128 core files for program /g/g20/valone1/SPaSM-shock/SPaSM_mpi,0.9743,ciod: generated 128 core files for program /g/g24/germann2/SPaSM_mini/MEAM/r13,0.8915,ciod: generated 64 core files for program IMB-MPI1.2MB_perf,0.6921,48.98,162
589,"ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.32.exe: program image too big, 361544528 > 266076160",exact,"ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.32.exe: program image too big, <*> > <*>",1.0,"ciod: Error loading allreduce_int_V1R1.rts: invalid or missing program image, No such file or directory",0.6298,"ciod: Error loading /bgl/apps/scaletest/performance/MINIBEN/mb_243_0810/allreduce.rts: invalid or missing program image, Exec format error",0.606,50.72,162
